city,latitude,longitude
DELTA LAKE TRAILER COURT,43.30667,-75.42444
EVERGREEN HILLS MOBILE HOME COMMUNITY,43.27167,-75.56694
MAPLE GROVE,43.20861,-75.31583
MAPLE LANE MOBILE HOME PARK,43.525,-75.31
TUXEDO MOBILE HOME PARK,43.20583,-75.41778
GARDINERS POINT ISLAND LIGHTHOUSE (HISTORICAL),41.14144,-72.14571
BENOIT HOUSE,41.72278,-73.93472
BYRNE HOUSE,41.72,-73.93667
OUR LADY SEAT OF WISDOM CHAPEL,41.72194,-73.93361
CHAMPAGNAT HALL,41.72028,-73.93556
CORNELL BOATHOUSE,41.72139,-73.93833
DONNELLY HALL,41.72083,-73.9325
MARGARET M AND CHARLES H DYSON CENTER,41.72417,-73.93306
FERN TOR,41.72778,-73.93556
GREGORY HOUSE,41.72361,-73.93472
GREYSTONE HALL,41.72139,-73.93389
FONTAINE HALL,41.72556,-73.93306
KIERAN GATEHOUSE,41.72167,-73.93194
KIRK HOUSE,41.72361,-73.93528
LEO HALL,41.71944,-73.93639
JAMES A CANNAVINO LIBRARY,41.72194,-73.93417
STEEL PLANT ART STUDIOS,41.72139,-73.93111
LONGVIEW PARK,41.72139,-73.93778
LOWELL THOMAS COMMUNICATIONS CENTER,41.72333,-73.93278
MARIAN HALL,41.72111,-73.93417
MARIST BOATHOUSE,41.72056,-73.93833
JAMES J MCCANN RECREATIONAL CENTER,41.7175,-73.93528
SAINT ANN'S HERMITAGE,41.72806,-73.93361
SHEAHAN HALL,41.71917,-73.93556
MARIST COLLEGE STUDENT CENTER,41.72111,-73.93528
TENNEY STADIUM AT LEONIDOFF FIELD,41.71917,-73.93278
MCCANN BASEBALL FIELD,41.71778,-73.93389
GARTLAND ATHLETIC FIELD,41.72611,-73.93611
KEARNEY HALL,43.11611,-77.51417
LAVERY LIBRARY,43.11639,-77.51306
SKALNY SCIENCE CENTER,43.1175,-77.51361
RALPH C WILSON JUNIOR SCHOOL OF EDUCATION BUILDING,43.11778,-77.51361
BIRMINGHAM COTTAGE,43.11833,-77.51361
ELAINE P WILSON PAVILION,43.11861,-77.51333
GOLISANO ACADEMIC GATEWAY,43.11722,-77.51306
BASIL HALL,43.1175,-77.51278
PIOCH HALL,43.1175,-77.51222
WARD HALL,43.11639,-77.51194
HAFFEY HALL,43.11583,-77.51167
CAMPUS CENTER,43.11611,-77.51222
VARSITY GYMNASIUM,43.11611,-77.50972
STUDENT LIFE CENTER,43.11556,-77.50972
GROWNEY STADIUM,43.11444,-77.51
MURRAY HALL,43.115,-77.51139
DORSEY HALL,43.11444,-77.51167
SAINT JOHN FISHER COLLEGE WELLNESS CENTER,43.11417,-77.51194
MICHAELHOUSE COMPLEX,43.11361,-77.51056
FOUNDERS HALL,43.11361,-77.50944
MURPHY HALL,43.11167,-77.51111
DUGAN YARD,43.11028,-77.51083
JAMES S ALESI ACADEMIC CENTER,43.11583,-77.51639
KEOUGH HALL,43.11556,-77.5125
WEGMANS SCHOOL OF PHARMACY,43.11694,-77.51361
WEGMANS SCHOOL OF NURSING,43.11694,-77.51222
UNIFICATION THEOLOGICAL SEMINARY,42.00333,-73.92444
SCHOOL OF VISUAL ARTS,40.73889,-73.98222
PLEASANT VALLEY MOBILE HOME PARK,42.9925,-76.08972
CASUAL ESTATES,43.16667,-76.2475
PARC DU BOIS,42.91972,-76.12722
CHAMPION MOBILE HOME PARK,43.04111,-76.41444
LEMOYNE MOBILE HOME PARK,43.08556,-76.14806
DELPHI FALLS PARK,42.88,-75.91167
EDGEBROOK MOBILE HOME PARK,43.11139,-75.96556
TALL PINES VILLAGE,43.09472,-75.92889
WINTER MOBILE HOME PARK,43.03667,-76.42889
PLEASANT VIEW,43.10167,-76.24667
CLIFFSIDE TRAILER PARK,43.00167,-76.1
GREEN VALLEY MOBILE MANOR,42.91,-76.07167
TULLY MOBILE HOME PARK,42.77694,-76.11694
ROLLING HILLS MOBILE HOME COURT,43.03917,-76.42278
BREEZY ACRES,42.96583,-76.07278
FOLAND TRAILER PARK,43.07972,-76.10222
MACMILLAN HALL,42.74278,-76.695
STRATTON SCIENCE BUILDING,42.74333,-76.69667
BARLER MUSIC HALL,42.745,-76.69639
LOUIS JEFFERSON LONG LIBRARY,42.74444,-76.69667
ZABRISKIE HALL OF SCIENCES,42.74333,-76.6975
PETTIBONE HOUSE,42.74306,-76.69806
CLEVELAND HALL OF LANGUAGES,42.74389,-76.69861
MORGAN HALL,42.74417,-76.69806
SMITH-SOMMER CENTER,42.74444,-76.69722
CAMPBELL ART BUILDING,42.745,-76.69667
MAIN BUILDING,42.74472,-76.69806
WELD HOUSE,42.74583,-76.69722
GLEN PARK MANSION,42.74611,-76.69861
PEACHTOWN ELEMENTARY SCHOOL,42.7472,-76.6981
WELLS COLLEGE HEALTH CENTER,42.74722,-76.69917
DODGE RESIDENCE HALL,42.74722,-76.69806
LEACH HOUSE,42.74639,-76.69806
SCHWARTZ ATHLETIC CENTER,42.74667,-76.69639
WOODROW THEATER (HISTORICAL),40.68944,-73.90667
WINTHROP THEATER (HISTORICAL),40.72306,-73.94389
WINDSOR THEATER (HISTORICAL),40.63722,-73.9825
WILSON THEATER (HISTORICAL),40.70694,-73.96083
WILLIAMSBURG THEATRE (HISTORICAL),40.70889,-73.95833
WERBA'S BROOKLYN THEATER (HISTORICAL),40.68944,-73.98056
WHIPPLE PARK,43.10833,-77.63611
RIVER ROAD COMPLEX,43.11278,-77.63583
LABORATORY FOR LASER ENERGETICS,43.11306,-77.63278
CENTER FOR OPTOELECTRONICS AND IMAGING,43.11306,-77.63111
UNIVERSITY OF ROCHESTER SOUTH CAMPUS,43.11139,-77.63361
CHAMBERS HALL,43.13111,-77.62167
FAIRCHILD HALL,43.13111,-77.62278
GALE HALL,43.13083,-77.62306
KENDRICK HALL,43.13056,-77.62306
MUNRO HALL,43.13028,-77.62306
SLATER HALL,43.13028,-77.62361
WILDER HALL,43.13139,-77.62528
SAGE ART CENTER,43.13111,-77.62556
ANDERSON HALL,43.13139,-77.62611
SPURRIER HALL,43.13056,-77.62694
GANNETT HALL,43.13,-77.62667
DANFORTH HALL,43.13028,-77.62639
HOLLISTER HALL,43.13,-77.62611
MORGAN HALL,43.12944,-77.62639
GATES HALL,43.12972,-77.62694
FAUVER STADIUM,43.13083,-77.62833
ROBERT B GOERGEN ATHLETIC CENTER,43.13028,-77.62972
FREDERICK DOUGLASS DINING CENTER,43.12889,-77.62889
RUSH RHEES LIBRARY,43.12861,-77.62833
WILSON COMMONS,43.12889,-77.62972
MOREY HALL,43.12833,-77.62972
LATTIMORE HALL,43.12806,-77.63056
STRONG AUDITORIUM,43.12778,-77.63139
TODD UNION,43.12806,-77.63167
CROSBY HALL,43.12972,-77.63056
HOEING HALL,43.13028,-77.63083
GILBERT HALL,43.13056,-77.63139
TIERNAN HALL,43.13028,-77.63222
LOVEJOY HALL,43.12972,-77.63194
BURTON HALL,43.12944,-77.63139
MELIORA HALL,43.12778,-77.62806
HARKNESS HALL,43.12694,-77.62833
BAUSCH AND LOMB HALL,43.1275,-77.62917
HOYT HALL,43.1275,-77.62944
CAROL G SIMON HALL,43.12694,-77.62972
DEWEY HALL,43.1275,-77.63028
GLEASON HALL,43.12667,-77.63083
SCHLEGEL HALL,43.12722,-77.63111
WALLIS HALL,43.12639,-77.63111
INTERFAITH CHAPEL,43.12694,-77.63222
HUTCHINSON HALL,43.12528,-77.63083
HYLAN BUILDING,43.12556,-77.63028
WILMOT BUILDING,43.12583,-77.62917
HOPEMAN ENGINEERING BUILDING,43.12639,-77.63
GAVETT HALL,43.12667,-77.62917
TAYLOR HALL,43.12639,-77.62889
NEW YORK STATE CENTER FOR ADVANCED TECHNOLOGY,43.12611,-77.62889
HELEN WOOD HALL,43.12083,-77.62611
ARTHUR KORNBERG MEDICAL RESEARCH BUILDING,43.12278,-77.62806
UNIVERSITY OF ROCHESTER SCHOOL OF MEDICINE AND DENTISTRY,43.12278,-77.62694
JAMES P WILMOT CANCER CENTER,43.12194,-77.62472
EASTMAN DENTAL CENTER,43.12389,-77.62222
GOLER HOUSE,43.1225,-77.62056
MOUNT HOPE PROFESSIONAL BUILDING,43.12333,-77.61917
UNIVERSITY OF ROCHESTER MEDICAL CENTER,43.12306,-77.62389
WASHINGTON THEATRE (HISTORICAL),40.69333,-73.96639
WASHINGTON THEATER (HISTORICAL),40.69972,-73.98944
WALKER THEATER (HISTORICAL),40.61944,-73.98944
WALDORF THEATRE (HISTORICAL),40.655,-73.91694
WAGNER THEATER (HISTORICAL),40.70389,-73.91889
VOGUE THEATER (HISTORICAL),40.62167,-73.96417
VANITY THEATER (HISTORICAL),40.64167,-74.01417
UTICA THEATER (HISTORICAL),40.67028,-73.93167
UNITED THEATRE (HISTORICAL),40.69389,-73.98056
TUXEDO THEATRE (HISTORICAL),40.63194,-73.995
NAZARETH COLLEGE ARTS CENTER,43.10167,-77.51611
SMYTH HALL,43.1025,-77.51778
LORETTE WILMOT LIBRARY,43.10167,-77.5175
OTTO A SHULTS COMMUNITY CENTER,43.10167,-77.51861
CARROLL HALL,43.10222,-77.51972
O'CONNOR COMPLEX,43.10111,-77.51944
LOURDES HALL,43.10083,-77.51833
MEDAILLE HALL,43.10083,-77.51778
FOUNDERS HALL,43.10056,-77.51722
KEARNEY HALL,43.1,-77.5175
NAZARETH GUEST HOUSE,43.09861,-77.51444
LA MAISON FRANCAISE,43.09944,-77.51528
CASA HISPANA,43.10056,-77.51472
CASA ITALIANA,43.10111,-77.51472
BREEN HALL,43.10278,-77.52194
LYONS HALL,43.1025,-77.52139
ANNA PORTKA HALL,43.10306,-77.52139
GOLISANO ACADEMIC CENTER,43.10417,-77.51861
ELIZABETH GEORGE HALL,43.10417,-77.52083
GOLDEN FLYER STADIUM,43.10389,-77.52417
MONROE COLLEGE,40.8625,-73.89944
PLAZA COLLEGE,40.74917,-73.89139
SAINT JOSEPH'S ROMAN CATHOLIC CHURCH,42.06167,-75.42528
DEPOSIT FREE LIBRARY,42.06111,-75.425
DEPOSIT VILLAGE HALL,42.06056,-75.42583
FIRST UNITED METHODIST CHURCH,42.06222,-75.42472
DEPOSIT PRIVATE HOSPITAL (HISTORICAL),42.06389,-75.42528
DEPOSIT UNION FREE SCHOOL (HISTORICAL),42.06306,-75.42306
FIRST PRESBYTERIAN CHURCH,42.06306,-75.4225
STATE THEATRE,42.06056,-75.42556
THE EVANGELISTIC CENTER,42.06056,-75.42
FIRST BAPTIST CHURCH,42.06333,-75.42194
PAUL DEVEREUX HOSPITAL (HISTORICAL),42.05972,-75.4175
CHRIST EPISCOPAL CHURCH,42.06306,-75.42139
MAPLE LANE ASSEMBLY OF GOD CHURCH,42.05972,-75.415
ALLIANCE BANK STADIUM,43.07917,-76.16528
GENESEE PARK,42.21861,-78.27639
CUBA FIRE DEPARTMENT,42.2184,-78.27302
FIRST BAPTIST CHURCH,42.21667,-78.27528
CUBA VILLAGE GARAGE,42.21778,-78.27667
UNITED METHODIST CHURCH OF CUBA,42.21833,-78.27389
FIRST PRESBYTERIAN CHURCH,42.2175,-78.27444
KIRKPATRICK HOME FOR CHILDLESS WOMEN (HISTORICAL),42.21611,-78.28028
HOTEL KINNEY (HISTORICAL),42.21639,-78.2775
CHAMBERLAIN PARK,42.21556,-78.27306
CHRIST EPISCOPAL CHURCH,42.21611,-78.27528
SAINT JAMES HOTEL (HISTORICAL),42.21722,-78.27528
OUR LADY OF THE ANGELS ROMAN CATHOLIC CHURCH,42.21444,-78.27583
DELEVAN VOLUNTEER FIRE DEPARTMENT,42.48826,-78.48104
DELEVAN BAPTIST CHURCH,42.48972,-78.47833
HOTEL DELEVAN (HISTORICAL),42.49056,-78.48083
DELEVAN HIGH SCHOOL (HISTORICAL),42.49167,-78.47833
HOLY FAMILY CHURCH,42.49417,-78.48
TUXEDO THEATER (HISTORICAL),40.57694,-73.96889
TUXEDO THEATER (HISTORICAL),40.63361,-73.94889
TRUMP CINEMA (HISTORICAL),40.57944,-73.97278
TRIANGLE THEATER (HISTORICAL),40.60806,-73.96083
TRAYMORE THEATER (HISTORICAL),40.61889,-73.93056
REFORMED CHURCH OF NEW PALTZ,41.7525,-74.08889
MEMORIAL HOUSE,41.75083,-74.08833
SAINT ANDREW'S EPISCOPAL CHURCH,41.74722,-74.08028
SAINT JOSEPH'S HALL,41.74861,-74.08639
ELTING MEMORIAL LIBRARY,41.74833,-74.08472
SAINT JOSEPH'S ROMAN CATHOLIC CHURCH,41.74528,-74.08694
SAINT JOSEPH'S PAROCHIAL SCHOOL (HISTORICAL),41.74639,-74.08667
NEW PALTZ UNITED METHODIST CHURCH,41.7475,-74.08167
REDEEMER LUTHERAN CHURCH,41.73639,-74.08083
CONGREGATION AHAVATH ACHIM,41.74694,-74.08944
CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS,41.72556,-74.0825
MOUNTAIN LAUREL WALDORF SCHOOL,41.74639,-74.08667
NEW PALTZ HIGH SCHOOL,41.72417,-74.07611
NEW PALTZ MIDDLE SCHOOL,41.74472,-74.07778
HUGUENOT HISTORICAL LIBRARY,41.75194,-74.08833
NEW PALTZ CHURCH OF THE NAZARENE,41.76121,-74.08047
HUGUENOT STREET HISTORIC DISTRICT,41.75222,-74.08833
COUNTY LINE MOBILE HOME PARK,43.23083,-78.00028
HARPER PARK,43.31556,-77.94083
HARPER PARK ROCHESTER,43.12611,-77.51222
SUNSET VALLEY MANUFACTURED HOME COMMUNITY,43.20861,-77.46778
SEPTEMBER PLACE MOBILE HOME PARK,43.21972,-77.76583
SEBASTIAN MOBILE HOME PARK,43.12694,-77.51306
CLARKSON MOBILE HOME PARK,43.23083,-77.92472
EVERGREEN MOBILE HOME PARK,43.11472,-77.66694
GREENRIDGE MOBILE HOME PARK,43.22333,-77.89444
CHURCH OF THE NAZARENE,42.62472,-75.33222
DAKIN OPERA HOUSE (HISTORICAL),42.62472,-75.33278
NEW EAGLE HOTEL (HISTORICAL),42.62444,-75.33278
NEW BERLIN MUNICIPAL BUILDING,42.62361,-75.3325
NEW BERLIN FIRE DEPARTMENT,42.62345,-75.33276
NEW BERLIN CENTRAL SCHOOL (HISTORICAL),42.62278,-75.33417
SAINT ANDREW'S CEMETERY,42.62083,-75.33417
BEREAN BAPTIST CHURCH,42.62417,-75.33083
FIRST BAPTIST CHURCH,42.62333,-75.3325
SAINT ANDREW'S EPISCOPAL CHURCH,42.62194,-75.3325
FIRST UNITED METHODIST CHURCH,42.62028,-75.33139
SAINT THERESA'S ROMAN CATHOLIC CHURCH,42.62556,-75.33222
NEW BERLIN LIBRARY,42.62389,-75.33194
UNADILLA VALLEY CENTRAL SCHOOL,42.58139,-75.33472
FULTON PLAYHOUSE (HISTORICAL),40.68972,-73.98222
TIP TOP THEATRE (HISTORICAL),40.69583,-73.91667
TIFFANY THEATER (HISTORICAL),40.66306,-73.90972
THROOP THEATER (HISTORICAL),40.69611,-73.94417
SURF THEATER (HISTORICAL),40.57306,-73.99722
SUPREME THEATER (HISTORICAL),40.66389,-73.8975
BLUE RIDGE MOBILE HOME PARK,41.99972,-75.79139
BETH ROCHEL ELEMENTARY SCHOOL,41.10472,-74.06861
BNOS ISRAEL GIRLS HIGH SCHOOL,41.12694,-74.07056
GRANDVIEW ELEMENTARY SCHOOL,41.14944,-74.075
HEBREW ACADEMY OF ROCKLAND,41.12,-74.08972
YESHIVA AHAVATH ISRAEL SCHOOL,41.11472,-74.07028
YESHIVA BATH MIKROH,41.13556,-74.07806
YESHIVA BETH DAVID,41.11611,-74.07278
COMMUNITY SYNAGOGUE OF MONSEY,41.12,-74.0775
CONGREGATION ANSHEI SFARD,41.11528,-74.08861
CONGREGATION AVNEY TZEDEK,41.12139,-74.06639
CONGREGATION BAIS YEHUDAH,41.13444,-74.07417
CONGREGATION BETH ISRAEL,41.11472,-74.06861
CONGREGATION KHAL TORATH CHAIM,41.11889,-74.06722
KOL YAAKOV TORAH CENTER,41.11556,-74.07417
LUBAVITCH CHABAD OF MONSEY,41.13222,-74.06639
MESIVTA OHR HATALMUD OF MONSEY,41.11083,-74.09167
MIKVAH OF ROCKLAND COUNTY,41.13694,-74.07667
MONSEY JEWISH CENTER,41.12917,-74.06861
SLONIM YESHIVA INSTITUTE,41.11639,-74.06667
COUNTRY MANOR,42.19583,-75.70778
FOREST MANOR,42.21833,-75.81972
WOODED ESTATES,42.19917,-75.68556
FENTON MOBILE HOME PARK,42.20889,-75.81722
FLANNERYS MOBILE HOME PARK,42.20111,-75.69028
FOREST VIEW MOBILE HOME PARK,42.05944,-75.74944
KINTNER ESTATES MOBILE HOME PARK,42.00778,-76.00472
KIRKWOOD MOBILE HOME COURT,42.10556,-75.84833
MEADOWBROOKE ESTATES,42.32472,-75.97306
OAKWOODS MOBILE HOME COURT,42.18889,-76.05833
DORCHESTER ESTATES,42.345,-75.96583
LEES MOBILE HOME PARK,42.19139,-75.8775
VIRGINIA CITY MOBILE HOME COURT,42.20778,-75.82194
MAINE MOBILE PARK,42.16056,-76.06944
MOUNTAIN VIEW TRAILER PARK,42.1875,-75.82167
RIVERSIDE MOBILE HOME PARK,42.16306,-75.86917
TWINING TRAILER PARK,42.17889,-76.065
FOUNTAIN BLUE MOBILE HOME PARK,42.00611,-75.78056
PINE MANOR,42.1,-75.86167
QUICK MOBILE HOME PARK,42.19806,-76.08639
HICKORY RIDGE MOBILE HOME PARK,42.18556,-75.82306
FORTRESS ESTATES,42.16972,-75.905
CREEKSIDE VILLAGE,42.18333,-75.63056
OCCANUM FALLS MOBILE HOME PARK,42.07778,-75.66722
RIVERVIEW MOBILE HOME COMMUNITY,42.14389,-75.90194
CHRIST EVANGELICAL LUTHERAN CHURCH,41.10083,-74.11583
GRACE CHURCH OF SUFFERN,41.14028,-74.11778
PORT OF RESTORATION,41.11722,-74.15417
SAINT MARY'S INDIAN ORTHODOX CHURCH,41.11333,-74.14917
SUFFERN PRESBYTERIAN CHURCH,41.11194,-74.15028
WESLEY HILLS SYNAGOGUE,41.1625,-74.07194
NANUET HEBREW CENTER,41.12306,-74.00833
NEW CITY JEWISH CENTER,41.145,-73.98222
TEMPLE BETH SHOLOM,41.14861,-74.02556
WEST CLARKSTOWN JEWISH CENTER,41.13083,-74.02194
LINK ELEMENTARY SCHOOL,41.13361,-74.00722
WOODGLEN ELEMENTARY SCHOOL,41.16361,-74.00028
FELIX V FESTA MIDDLE SCHOOL,41.12333,-73.98333
HEBREW ACADEMY OF OHR MENACHEM CHABAD,41.16472,-73.98833
ROCKLAND CHRISTIAN SCHOOL,41.13639,-74.00139
ROCKLAND COUNTRY DAY SCHOOL,41.14778,-73.95
BLUE ROCK SCHOOL,41.10389,-73.98583
HIGHVIEW ELEMENTARY SCHOOL,41.08833,-74.01111
A MACARTHUR BARR MIDDLE SCHOOL,41.08917,-74.00111
WILLOW GROVE MIDDLE SCHOOL,41.21722,-74.02972
PEARL RIVER SEVENTH DAY ADVENTIST SCHOOL,41.06778,-74.01194
BAT TORAH ACADEMY,41.11139,-74.12889
YESHIVA OHR REUVEN,41.14889,-74.10111
SUFFERN MONTESSORI SCHOOL,41.10083,-74.11583
HEMPSTEAD ELEMENTARY SCHOOL,41.14333,-74.05444
HILLCREST ELEMENTARY SCHOOL,41.13889,-74.02139
SUMMIT PARK ELEMENTARY SCHOOL,41.15944,-74.03472
POMONA MIDDLE SCHOOL,41.16611,-74.05194
MERRILL L COLTON SCHOOL,41.14472,-74.06
MESIFTA BETH SHRAGA,41.11417,-74.07306
REUBEN GITTELMAN HEBREW DAY SCHOOL,41.14944,-74.01889
YESHIVA OF SPRING VALLEY,41.11639,-74.06806
BAIS YAAKOV HIGH SCHOOL OF SPRING VALLEY,41.12778,-74.08278
SUNSET THEATER (HISTORICAL),40.64639,-74.00861
SUN THEATRE (HISTORICAL),40.70278,-73.97833
SUN RAY THEATRE (HISTORICAL),40.68056,-73.90583
SUMNER THEATRE (HISTORICAL),40.68861,-73.93889
SUBWAY THEATER (HISTORICAL),40.69333,-73.98278
STRAND THEATRE (HISTORICAL),40.68861,-73.97917
STONE THEATRE (HISTORICAL),40.67806,-73.90639
STILLWELL THEATRE (HISTORICAL),40.59889,-73.98917
STARR THEATER (HISTORICAL),40.70306,-73.92556
STAR THEATER (HISTORICAL),40.69194,-73.98694
STANLEY THEATRE (HISTORICAL),40.62972,-74.02222
STADIUM THEATRE (HISTORICAL),40.66917,-73.91194
SAINT GEORGE PLAYHOUSE (HISTORICAL),40.6975,-73.99194
SHERIDAN THEATRE (HISTORICAL),40.67889,-73.86694
SHELDON THEATRE (HISTORICAL),40.58667,-73.95278
SHEFFIELD THEATRE (HISTORICAL),40.66972,-73.89694
SENATE THEATER (HISTORICAL),40.61417,-73.995
SHORE THEATRE (HISTORICAL),40.57583,-73.98167
PINEWOOD SCHOOL (HISTORICAL),42.49278,-78.95389
ROSENBURG SCHOOL (HISTORICAL),42.46111,-78.91389
POVERTY HILL SCHOOL (HISTORICAL),42.46056,-78.8625
RED SCHOOL (HISTORICAL),42.4725,-78.85722
SCHOOL NUMBER 4 (HISTORICAL),42.46278,-78.8
SCRABBLE HILL SCHOOL (HISTORICAL),42.48889,-78.81111
SCHOOL NUMBER 10 (HISTORICAL),42.49944,-78.76528
INDIAN SCHOOL (HISTORICAL),42.47917,-78.97111
SCHOOL NUMBER 4 (HISTORICAL),42.45611,-78.97694
JOLES SCHOOL (HISTORICAL),42.43306,-78.96889
BROADWAY SCHOOL (HISTORICAL),42.445,-78.92944
POINT PETER SCHOOL (HISTORICAL),42.43056,-78.90806
FORTY BRIDGE,42.42722,-78.89889
BEVERLY SCHOOL (HISTORICAL),42.41889,-78.85722
NORTH OTTO SCHOOL (HISTORICAL),42.42639,-78.83806
ZOAR SCHOOL (HISTORICAL),42.45222,-78.80944
ZOAR BRIDGE,42.45556,-78.81333
UTLEY SCHOOL (HISTORICAL),42.42778,-78.76833
BROOKLYN SCHOOL (HISTORICAL),42.43556,-78.75222
SCHOOL NUMBER 3 (HISTORICAL),42.4101,-78.9567
SEVENTH DAY SCHOOL (HISTORICAL),42.4005,-78.9211
DAKE SCHOOL (HISTORICAL),42.3848,-78.8547
BALLARD SCHOOL (HISTORICAL),42.3908,-78.8315
SWAMP SCHOOL (HISTORICAL),42.3921,-78.795
SCOTT SCHOOL (HISTORICAL),42.3678,-78.7945
REED SCHOOL (HISTORICAL),42.3679,-78.7562
DUBLIN SCHOOL (HISTORICAL),42.27028,-78.76
TOAD HOLLOW SCHOOL (HISTORICAL),42.27611,-78.81361
FIVE POINTS SCHOOL (HISTORICAL),42.29528,-78.78944
CALIFORNIA MILL SCHOOL (HISTORICAL),42.30278,-78.75833
JERSEY SCHOOL (HISTORICAL),42.33472,-78.80278
SPRAGUE SCHOOL (HISTORICAL),42.31083,-78.82611
SCHOOL NUMBER 3 (HISTORICAL),42.45056,-78.87833
MILK SCHOOL (HISTORICAL),42.30778,-78.86972
SNYDER HILL SCHOOL (HISTORICAL),42.32806,-78.915
YOUNG SCHOOL (HISTORICAL),42.26694,-78.92167
AXVILLE SCHOOL (HISTORICAL),42.25028,-78.96056
TOWN HILL SCHOOL (HISTORICAL),42.27083,-78.99389
KYSOR HILL SCHOOL (HISTORICAL),42.30056,-78.95861
WELLS HILL SCHOOL (HISTORICAL),42.34167,-78.98889
SAINT JOHN'S UNITED CHURCH OF CHRIST,42.3308,-78.8633
WESLEYAN CHURCH OF CATTARAUGUS,42.3277,-78.8671
FIRST PRESBYTERIAN CHURCH,42.4648,-78.9329
SAINT JOSEPH'S ROMAN CATHOLIC CHURCH,42.4644,-78.9321
TRINITY UNITED CHURCH OF CHRIST,42.464,-78.9317
UNITED METHODIST CHURCH OF GOWANDA,42.4631,-78.9392
SAINT MARY'S EPISCOPAL CHURCH,42.465,-78.9374
TRI-COUNTY MEMORIAL HOSPITAL (HISTORICAL),42.4641,-78.9436
ANCHOR BAPTIST CHURCH,40.64278,-73.90333
BEDFORD ZION NAZARENE CHURCH,40.63778,-73.90194
BEULAH TEMPLE,40.63639,-73.88583
CANARSIE CHURCH OF GOD,40.64889,-73.89667
CELESTIAL CHURCH OF CHRIST,40.6425,-73.90667
CENTER FOR CHRISTIAN FELLOWSHIP,40.63722,-73.89722
CHRISTIAN CHURCH OF CANARSIE,40.63806,-73.89972
RIVERA THEATRE (HISTORICAL),40.67083,-73.94333
ROGERS THEATRE (HISTORICAL),40.69917,-73.93889
RUGBY THEATRE (HISTORICAL),40.65278,-73.93028
SAVOY THEATRE (HISTORICAL),40.65139,-73.95944
SCOTT THEATRE (HISTORICAL),40.69083,-73.99778
SELECT THEATER (HISTORICAL),40.66972,-73.91167
GRUENDIKE COMPLEX,43.12472,-77.79278
VOLLER ATHLETIC CENTER,43.12611,-77.7975
CHESBRO CENTER,43.12417,-77.79333
PEARCE MEMORIAL CHURCH,43.12222,-77.80139
B T ROBERTS MEMORIAL HALL,43.12278,-77.80056
ROBERTS CULTURAL LIFE CENTER,43.12361,-77.8
CARPENTER HALL,43.12389,-77.80111
SMITH SCIENCE CENTER,43.12417,-77.79972
COX HALL,43.12472,-77.79972
MERSEREAU HALL,43.12556,-77.8
B THOMAS GOLISANO LIBRARY,43.12583,-77.80083
MINER HALL,43.12639,-77.80028
GARLOCK DINING COMMONS,43.12639,-77.79972
HASTINGS CENTER FOR ACADEMICS,43.12556,-77.79917
RINKER COMMUNITY SERVICE CENTER,43.12583,-77.79861
DAVISON HALL,43.12861,-77.79889
O'CONNOR HALL,40.77583,-73.02472
CALLAHAN LIBRARY,40.77583,-73.02556
JOHN A DANZI ATHLETIC CENTER,40.77639,-73.02611
GREGG ALFANO FIELD,40.77694,-73.025
CLARE ROSE PLAYHOUSE,40.77722,-73.02389
GEORGE EASTMAN BUILDING,43.08472,-77.67528
FRANK RITTER ICE RINK,43.08528,-77.67389
GEORGE H CLARK GYMNASIUM,43.08472,-77.67389
STUDENT ALUMNI UNION,43.08389,-77.67444
WALLACE LIBRARY,43.08389,-77.67639
LIBERAL ARTS BUILDING,43.08444,-77.67639
JAMES E BOOTH FINE ARTS BUILDING,43.085,-77.67694
FRANK E GANNETT BUILDING,43.08528,-77.67611
CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS,43.03083,-76.01194
FAYETTEVILLE UNITED METHODIST CHURCH,43.03194,-75.99722
GOOD SHEPHERD LUTHERAN CHURCH,43.01639,-76.02056
TRINITY EPISCOPAL CHURCH,43.02917,-76.00667
UNITED CHURCH OF FAYETTEVILLE,43.02917,-76.00722
FAYETTEVILLE FREE LIBRARY,43.02611,-76.00778
FAYETTEVILLE ELEMENTARY SCHOOL,43.02,-76.0025
WELLWOOD MIDDLE SCHOOL,43.02278,-76.00194
HUNTINGTON BEARD MEMORIAL PARK,43.02444,-76.00167
FAYETTEVILLE MUNICIPAL BUILDING,43.03,-76.00611
IMMACULATE CONCEPTION ROMAN CATHOLIC CHURCH,43.02972,-76.00417
FAYETTEVILLE HIGH SCHOOL (HISTORICAL),43.02278,-76.00194
FAYETTEVILLE METHODIST CHURCH (HISTORICAL),43.02917,-76.00778
MERRICK FIRE DEPARTMENT EMPIRE HOSE COMPANY 3,40.66135,-73.55154
CHURCH OF THE REDEEMER,40.66028,-73.55139
MERRICK JEWISH CENTER,40.65917,-73.54056
NORTH MERRICK FIRE DEPARTMENT,40.67672,-73.55453
MERRICK FIRE DEPARTMENT FRIENDSHIP ENGINE AND HOSE COMPANY,40.66536,-73.56544
MARGARETVILLE CENTRAL SCHOOL,42.1456,-74.6533
MARGARETVILLE VILLAGE HALL,42.1499,-74.6488
MARGARETVILLE FIRE DEPARTMENT,42.14992,-74.64867
GALLI CURCI THEATRE,42.1489,-74.6483
CHURCH OF THE SACRED HEART,42.148,-74.6182
